"鄉鎮市區","土地區段位置或建物區門牌","都市土地使用分區","交易年月日","交易筆棟數","移轉層次","總樓層數","建物型態","主要用途","主要建材","建築完成年月","建物移轉總面積平方公尺","建物現況格局.房","建物現況格局.廳","建物現況格局.衛","建物現況格局.隔間","有無管理組織","總價元","單價每平方公尺","編號"
"士林區","臺北市士林區天母東路105巷1~30號","住",1060529,"土地3建物1車位0","二層","五層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",750609,145.98,4,2,2,"有","無",18500000,126730,"RPQPMLKLPHMFFEA97CA"
"北投區","臺北市北投區大度路三段301巷28弄1~30號","住",1060619,"土地1建物1車位0","一層","五層","公寓(5樓含以下無電梯)","住商用","鋼筋混凝土造",760123,81.18,3,2,2,"有","無",9800000,120719,"RPTOMLTKPHMFFEA98CA"
"士林區","臺北市士林區中山北路七段114巷51弄1~30號","住",1060530,"土地1建物1車位0","七層","七層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",691204,139.59,4,2,2,"有","無",29000000,207751,"RPXPMLQLPHMFFEA66CA"
"中山區","臺北市中山區吉林路168巷1~30號","住",1060326,"土地1建物1車位0","三層","四層","公寓(5樓含以下無電梯)","住家用","加強磚造",590825,62.13,2,2,1,"有","無",11280000,181555,"RPSQMLKLPHMFFCA18DA"
"內湖區","臺北市內湖區文德路210巷30弄61~90號","住",1060514,"土地1建物1車位0","一層","五層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",720422,154.66,6,2,2,"有","無",27100000,175223,"RPVOMLLLPHMFFCA38DA"
"萬華區","臺北市萬華區武昌街二段120巷1~30號","商",1060418,"土地3建物1車位0","全","四層","透天厝",NA,"加強磚造",NA,245.58,2,2,2,"有","無",36633100,149170,"RPPOMLRKQHMFFBA28DA"
"文山區","臺北市文山區興隆路二段244巷37弄1~30號","住",1060529,"土地1建物1車位0","四層","五層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",711102,92.41,3,2,1,"有","無",11700000,126610,"RPUNMLPLPHMFFAA38DA"
"文山區","臺北市文山區辛亥路四段21巷1~30號","住",1060604,"土地4建物1車位0","七層","十七層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",840801,118.37,3,2,2,"有","有",17600000,148686,"RPOOMLPLPHMFFAA87DA"
"大安區","臺北市大安區潮州街26巷5弄1~30號","其他",1060707,"土地1建物1車位0","三層，陽台","四層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",NA,165.01,6,2,2,"有","無",28500000,172717,"RPUNMLRLPHMFFFA98CA"
"大安區","臺北市大安區通化街123巷31~60號","住",1060619,"土地1建物1車位0","五層","五層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",691223,128.69,5,0,5,"有","無",19000000,147642,"RPUUMLLMPHMFFFA56CA"
"大安區","臺北市大安區和平東路二段118巷31~60號","住",1060526,"土地4建物1車位0","三層","四層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",NA,64.6,2,2,1,"有","無",12750000,197368,"RPVUMLLMPHMFFFA66CA"
"大安區","臺北市大安區市民大道四段61~90號","住",1060616,"土地1建物1車位0","五層，陽台","七層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",NA,65.71,2,2,1,"有","有",15000000,228276,"RPSNMLOJQHMFFFA38CA"
"大安區","臺北市大安區四維路14巷1~30號","商",1060615,"土地1建物1車位0","六層","七層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",781117,97.66,3,2,1,"有","有",27000000,276469,"RPWOMLKLPHMFFFA68DA"
"大安區","臺北市大安區金華街106巷1~30號","住",1060618,"土地2建物1車位0","三層","四層","公寓(5樓含以下無電梯)",NA,"加強磚造",551020,129.09,4,2,2,"有","無",24180000,187311,"RPTPMLKLPHMFFFA48DA"
"士林區","臺北市士林區天母北路87巷2弄1~30號","住",1060326,"土地1建物1車位0","四層","五層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",661124,105.27,3,2,2,"有","無",15380000,146101,"RPSNMLMLPHMFFEA28DA"
"大安區","臺北市大安區光復南路180巷31~60號","住",1060616,"土地1建物1車位0","六層，陽台","六層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",NA,108.47,3,2,1,"有","有",29000000,267355,"RPQOMLPLPHMFFFA58DA"
"大安區","臺北市大安區光復南路180巷1~30號","住",1060619,"土地1建物1車位0","七層，陽台","十二層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",630506,178.63,5,2,2,"有","有",47000000,263114,"RPVOMLPLPHMFFFA09DA"
"南港區","臺北市南港區福德街310巷31~60號","住",1060616,"土地1建物2車位0","五層","五層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",NA,167.76,4,2,2,"有","無",25000000,149022,"RPQOMLTKPHMFFDA68DA"
"信義區","臺北市信義區永吉路120巷43弄1~30號","住",1060524,"土地1建物1車位0","一層","五層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",690604,103.2,4,2,2,"有","無",27550000,266957,"RPTNMLMLPHMFFDA28DA"
"信義區","臺北市信義區大道路121~150號","住",1060509,"土地4建物1車位0","六層","七層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",NA,136.72,5,2,2,"有","有",21300000,155793,"RPRNMLMLPHMFFDA08DA"
"松山區","臺北市松山區南京東路五段291巷35弄31~60號","住",1060619,"土地2建物1車位0","全","二層","透天厝","住家用","加強磚造",490825,67.5,3,1,1,"有","無",31000000,459259,"RPXNMLOLPHMFFDA88DA"
"信義區","臺北市信義區莊敬路301~330號","商",1060520,"土地1建物1車位0","三層","七層","華廈(10層含以下有電梯)","商業用","鋼筋混凝土造",780327,119.76,3,2,2,"有","無",25180000,210254,"RPUOMLPLPHMFFDA78DA"
"信義區","臺北市信義區基隆路一段35巷11弄1~30號","住",1060531,"土地4建物1車位0","一層，平台","四層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",640709,83.25,3,2,1,"有","無",18000000,216216,"RPVOMLPLPHMFFDA88DA"
"士林區","臺北市士林區華齡街61~90號","住",1060619,"土地1建物1車位0","三層","五層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",690115,101.11,3,2,2,"有","無",15800000,156265,"RPSPMLLLPHMFFEA38DA"
"士林區","臺北市士林區中山北路七段191巷1~30號","住",1060625,"土地1建物1車位0","三層","七層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",740813,143,3,2,2,"有","有",28560000,199720,"RPUQMLPLPHMFFEA09DA"
"信義區","臺北市信義區和平東路三段435巷1~30號","住",1060604,"土地2建物1車位0","五層","五層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",680115,88.38,3,2,1,"有","無",15600000,176511,"RPXNMLKLPHMFFDA38CA"
"南港區","臺北市南港區東新街1~30號","工",1060624,"土地1建物1車位0","一層","五層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",NA,94,0,1,1,"有","無",27000000,287234,"RPUOMLKLPHMFFDA18CA"
"信義區","臺北市信義區忠孝東路五段372巷27弄61~90號","住",1060708,"土地1建物1車位0","三層","七層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",NA,107.51,3,2,1,"有","有",22800000,212073,"RPPPMLSLPHMFFDA58CA"
"士林區","臺北市士林區通河西街二段121~150號","住",1060528,"土地1建物1車位0","四層","十四層","住宅大樓(11層含以上有電梯)","住家用","鋼骨鋼筋混凝土造",1000525,92.21,2,1,1,"有","有",11600000,125800,"RPQPMLTKPHMFFEA78CA"
"士林區","臺北市士林區承德路四段6巷61~90號","住",1060620,"土地1建物1車位0","四層","四層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",NA,63.12,2,2,1,"有","無",8960000,141952,"RPRPMLTKPHMFFEA88CA"
"士林區","臺北市士林區文林路661巷1~30號","住",1060610,"土地2建物1車位0","全","二層","透天厝","住家用","加強磚造",570221,71.4,1,2,2,"有","無",25000000,350140,"RPSPMLTKPHMFFEA98CA"
"北投區","臺北市北投區中山北路七段219巷3弄151~180號","住",1060219,"土地1建物1車位0","五層","七層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",731227,69.21,2,2,1,"有","有",10360000,149689,"RPQNMLKLPHMFFEA77CA"
"北投區","臺北市北投區泉源路31~60號","住",1060525,"土地1建物1車位0","十四層","十九層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",1050315,267.14,0,0,0,"無","有",46000000,172194,"SPPOMLKLPHMFFEA87CA"
"松山區","臺北市松山區健康路211~240號","住",1060526,"土地1建物1車位0","一層，騎樓","四層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",NA,109.35,0,0,0,"無","無",43800000,400549,"RPVNMLNJQHMFFDA38CA"
"松山區","臺北市松山區八德路四段601~630號","商",1060505,"土地1建物1車位0","十二層","十二層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",770816,81.26,2,1,1,"有","有",10600000,130445,"RPTNMLRJQHMFFDA58CA"
"南港區","臺北市南港區東新街170巷7弄1~30號","住",1060703,"土地2建物1車位0","一層","五層","公寓(5樓含以下無電梯)","商業用","鋼筋混凝土造",750812,106.19,0,0,0,"無","無",17500000,164799,"RPQPMLLKQHMFFDA97CA"
"中山區","臺北市中山區新生北路三段1~30號","商",1060624,"土地1建物1車位0","九層","十二層","住宅大樓(11層含以上有電梯)","商業用","鋼筋混凝土造",700703,31.77,0,0,1,"無","有",5000000,157381,"RPOOMLSLPHMFFCA28CA"
"中山區","臺北市中山區新生北路一段102巷1~30號","商",1060530,"土地1建物1車位0","五層","十二層","套房(1房1廳1衛)","住家用","鋼筋混凝土造",761217,55.4,1,1,1,"有","有",10500000,189531,"RPROMLRLPHMFFCA48CA"
"中山區","臺北市中山區農安街227巷3弄1~30號","住",1060705,"土地1建物1車位0","一層","五層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",661109,88.62,3,1,1,"有","無",19000000,214399,"RPTQMLOKQHMFFCA58CA"
"大同區","臺北市大同區延平北路二段241~270號","其他",1060611,"土地2建物1車位0","十層","十一層","套房(1房1廳1衛)","住家用","鋼筋混凝土造",710930,51.62,0,0,0,"無","有",7350000,142387,"RPPPMLKLPHMFFBA57CA"
"中正區","臺北市中正區杭州南路一段91~120號","商",1060612,"土地2建物1車位0","三層","十層","華廈(10層含以下有電梯)",NA,"鋼筋混凝土造",NA,105.15,2,1,1,"有","有",20800000,197813,"RPQPMLKLPHMFFBA67CA"
"大同區","臺北市大同區延平北路二段241~270號","其他",1060611,"土地2建物1車位0","十層","十一層","套房(1房1廳1衛)","住家用","鋼筋混凝土造",710930,59.23,0,0,0,"無","有",8400000,141820,"RPRPMLKLPHMFFBA77CA"
"萬華區","臺北市萬華區環河南路一段1~30號","商",1060524,"土地1建物1車位0","九層","十二層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",720624,27.12,1,0,1,"有","有",2760000,101770,"RPXNMLOLPHMFFBA58CA"
"大同區","臺北市大同區延平北路二段211~240號","其他",1060620,"土地1建物1車位0","二層","十一層","住宅大樓(11層含以上有電梯)","商業用","鋼筋混凝土造",720129,44.06,2,1,1,"有","有",7000000,158874,"RPTOMLOLPHMFFBA28CA"
"中正區","臺北市中正區延平南路216巷1~30號","住",1051208,"土地1建物1車位0","七層，陽台","七層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",NA,121.85,3,2,2,"有","無",21450000,176036,"RPPNMLPLPHMFFAA77CA"
"文山區","臺北市文山區秀明路一段79巷5弄31~60號","住",1060421,"土地1建物1車位0","一層","五層","公寓(5樓含以下無電梯)","商業用","鋼筋混凝土造",780502,106.23,3,2,2,"有","無",19200000,180740,"RPTNMLQLPHMFFAA28CA"
"文山區","臺北市文山區富山路1巷1~30號","住",1060513,"土地1建物1車位0","三層","四層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",NA,65.52,2,2,1,"有","無",7100000,108364,"RPVNMLTKPHMFFAA68CA"
"文山區","臺北市文山區辛亥路四段77巷1~30號","住",1060613,"土地3建物1車位0","三層","十一層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",870731,88.64,2,2,1,"有","有",13850000,156250,"RPVNMLOLPHMFFAA28CA"
"大同區","臺北市大同區民族西路205巷1~30號","住",1060518,"土地2建物1車位0","二層","四層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",601203,84.24,3,2,2,"有","無",12000000,142450,"RPUOMLPKQHMFFBA48CA"
"萬華區","臺北市萬華區寶興街140巷1~30號","住",1060518,"土地2建物1車位0","四層","五層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",660711,71.99,2,2,1,"有","無",5500000,76399,"RPOPMLLKQHMFFBA57CA"
"中山區","臺北市中山區林森北路241~270號","商",1060603,"土地2建物1車位0","六層","十二層","套房(1房1廳1衛)","商業用","鋼筋混凝土造",710707,34.03,1,1,1,"有","有",5700000,167549,"RPWNMLTKPHMFFCA98CA"
"內湖區","臺北市內湖區行善路25巷1~30號","住",1060601,"土地1建物1車位0","八層","八層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",870506,127.79,3,2,2,"有","有",17500000,136943,"RPSOMLTKPHMFFCA68CA"
"內湖區","臺北市內湖區瑞光路66巷31~60號","工",1060703,"土地1建物1車位0","四層，見使用執照","六層","辦公商業大樓","工業用","鋼筋混凝土造",871107,236.99,0,0,0,"無","有",25500000,107599,"RPPPMLTKPHMFFCA48CA"
"內湖區","臺北市內湖區康樂街111巷31~60號","住",1060618,"土地1建物1車位0","三層","五層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",740103,96.01,3,2,2,"有","無",12000000,124987,"RPQPMLTKPHMFFCA58CA"
"中山區","臺北市中山區松江路252巷6弄1~30號","住",1060620,"土地1建物1車位0","一層","四層","公寓(5樓含以下無電梯)",NA,"鋼筋混凝土造",610701,79.09,3,1,2,"有","無",19000000,240233,"RPTPMLLLPHMFFCA18CA"
"中山區","臺北市中山區林森北路631~660號","商",1060612,"土地1建物1車位0","八層","十層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",760613,114.35,3,1,2,"有","有",18000000,157411,"RPXPMLLLPHMFFCA58CA"
"中山區","臺北市中山區新生北路三段31~60號","住",1060621,"土地2建物1車位0","三層","十一層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",670301,51.73,1,1,1,"有","有",7800000,150783,"RPOOMLLLPHMFFCA57CA"
"中山區","臺北市中山區林森北路241~270號","商",1060612,"土地2建物1車位0","十二層","十二層","住宅大樓(11層含以上有電梯)","商業用","鋼筋混凝土造",710707,48.26,1,1,1,"有","有",6250000,129507,"RPSRMLLLPHMFFCA28CA"
"中山區","臺北市中山區新生北路三段1~30號","住",1060623,"土地3建物1車位0","八層","十二層","住宅大樓(11層含以上有電梯)","商業用","鋼筋混凝土造",950209,38.69,2,1,1,"有","有",9800000,253295,"RPWOMLKLPHMFFCA28CA"
"中山區","臺北市中山區民權西路1~30號","商",1060611,"土地2建物1車位0","十層","十二層","辦公商業大樓","住家用","鋼筋混凝土造",660622,102,0,1,1,"有","有",18800000,184314,"RPPPMLKLPHMFFCA67CA"
"內湖區","臺北市內湖區內湖路一段737巷91~120號","住",1060630,"土地1建物1車位0","五層","九層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",881026,83.1,2,1,1,"有","有",16000000,192539,"RPVPMLKLPHMFFCA28CA"
"中山區","臺北市中山區林森北路241~270號","商",1060612,"土地2建物1車位0","十二層","十二層","住宅大樓(11層含以上有電梯)","商業用","鋼筋混凝土造",710707,68.08,2,2,2,"有","有",8820000,129553,"RPURMLLLPHMFFCA48CA"
"中山區","臺北市中山區建國北路三段80巷1~30號","住",1060620,"土地1建物1車位0","十一層","十一層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",770104,135.94,3,1,2,"有","有",7800000,57378,"RPWNMLQLPHMFFCA78CA"
"中山區","臺北市中山區德惠街198巷1~30號","住",1060630,"土地1建物1車位0","四層","四層","公寓(5樓含以下無電梯)",NA,"鋼筋混凝土造",640226,88.49,3,2,1,"有","無",11000000,124308,"RPPPMLQLPHMFFCA28CA"
"中山區","臺北市中山區林森北路241~270號","商",1060612,"土地2建物1車位0","十二層","十二層","住宅大樓(11層含以上有電梯)","商業用","鋼筋混凝土造",710707,53.89,2,1,1,"有","有",6990000,129709,"RPRRMLLLPHMFFCA18CA"
"內湖區","臺北市內湖區成功路四段41巷8弄1~30號","住",1060622,"土地1建物1車位0","四層","五層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",690930,79.21,2,2,1,"有","無",10800000,136346,"RPWPMLKLPHMFFCA38CA"
"內湖區","臺北市內湖區文德路151~180號","住",1060608,"土地1建物2車位0","一層","五層","店面(店鋪)","商業用","鋼筋混凝土造",740410,186.49,0,2,2,"有","無",51500000,276154,"RPXPMLKLPHMFFCA48CA"
"內湖區","臺北市內湖區內湖路一段411巷9弄1~30號","住",1060519,"土地1建物1車位0","三層","四層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",670615,72.19,3,2,1,"有","無",10800000,149605,"RPRQMLKLPHMFFCA97CA"
"內湖區","臺北市內湖區成功路三段61~90號","住",1060616,"土地1建物1車位0","四層","五層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",701127,78.4,2,2,2,"有","無",10800000,137755,"RPTRMLLLPHMFFCA38CA"
"中山區","臺北市中山區建國北路一段121~150號","住",1060620,"土地1建物1車位0","八層","十三層","套房(1房1廳1衛)","住家用","鋼筋混凝土造",990318,33.16,1,1,1,"有","有",9000000,271411,"RPSQMLLLPHMFFCA18CA"
"文山區","臺北市文山區育英街17巷1~30號","住",1060626,"土地1建物1車位0","二層，陽台","四層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",NA,83.15,3,1,1,"有","無",11600000,139507,"RPQNMLSLPHMFFAA18CA"
"文山區","臺北市文山區興隆路三段221巷4弄1~30號","住",1060525,"土地3建物1車位0","五層","五層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",690910,97.6,3,2,2,"有","有",9250000,94775,"RPSNMLQLPHMFFAA18CA"
"文山區","臺北市文山區景華街91~120號","住",1060624,"土地2建物1車位0","四層","五層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",690212,81.75,3,2,1,"有","無",9300000,113761,"RPQNMLLJQHMFFAA37CA"
"文山區","臺北市文山區景興路97巷1~30號","住",1060624,"土地1建物1車位0","二層","四層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",NA,81.95,3,2,1,"有","無",11380000,138865,"RPPNMLLLPHMFFAA37CA"
"文山區","臺北市文山區萬壽路31~60號","其他",1060628,"土地9建物1車位0","全","二層","透天厝","住家用","加強磚造",NA,123.75,4,1,2,"有","無",12500000,101010,"RPTNMLKLPHMFFAA67CA"
"文山區","臺北市文山區木新路二段161巷6弄1~30號","住",1060508,"土地1建物1車位0","一層","五層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",730623,95.55,3,2,2,"有","無",15500000,162219,"RPUNMLQLPHMFFAA38CA"
"文山區","臺北市文山區木新路二段161巷6弄1~30號","住",1060508,"土地1建物1車位0","一層","五層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",720815,121.08,4,2,2,"有","無",19000000,156921,"RPVNMLQLPHMFFAA48CA"
"文山區","臺北市文山區興隆路二段203巷121~150號","住",1060423,"土地1建物1車位0","十層","十一層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",860623,83.39,2,2,1,"有","有",12050000,144502,"RPXNMLPLPHMFFAA58CA"
"文山區","臺北市文山區木新路三段303巷2弄1~30號","住",1060425,"土地3建物1車位0","五層","五層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",701029,88.93,3,2,1,"有","無",9800000,110199,"RPQOMLPLPHMFFAA97CA"
"大同區","臺北市大同區延平北路二段31~60號","其他",1060628,"土地12建物1車位0","十層","十一層","套房(1房1廳1衛)","商業用","鋼筋混凝土造",661028,42.15,1,1,1,"有","無",5400000,128114,"RPQOMLOLPHMFFBA97CA"
"大同區","臺北市大同區延平北路一段31~60號","商",1060710,"土地1建物1車位0","八層","十一層","套房(1房1廳1衛)","商業用","鋼筋混凝土造",700223,22.44,1,0,1,"有","有",3000000,133690,"RPROMLOLPHMFFBA08CA"
"大同區","臺北市大同區歸綏街181~210號","商",1060708,"土地1建物1車位0","七層","十層","套房(1房1廳1衛)","商業用","鋼筋混凝土造",680925,22.87,1,1,1,"有","有",2380000,104066,"RPTNMLQLPHMFFBA38CA"
"萬華區","臺北市萬華區貴陽街二段164巷1~30號","商",1060526,"土地1建物1車位0","三層","五層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",651125,100.26,5,0,5,"有","無",12500000,124676,"RPUOMLKLPHMFFBA97CA"
"大同區","臺北市大同區迪化街一段91~120號","其他",1060714,"土地3建物1車位0","全","二層","透天厝","住家用","土磚石混合造",NA,18.15,0,0,0,"無","無",8000001,440771,"RPWOMLKLPHMFFBA18CA"
"文山區","臺北市文山區秀明路二段24巷1~30號","住",1060701,"土地1建物1車位0","二層","五層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",720802,111.24,3,2,2,"有","無",14300000,128551,"RPXNMLKKQHMFFAA08CA"
"文山區","臺北市文山區興隆路三段207巷12弄1~30號","住",1060522,"土地1建物1車位0","五層","五層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",730830,92.4,2,2,1,"有","有",12000000,129870,"RPRNMLQJQHMFFAA97CA"
"中山區","臺北市中山區伊通街52巷1~30號","住",1060614,"土地1建物1車位0","四層","五層","套房(1房1廳1衛)","住家用","鋼筋混凝土造",811222,35.54,0,0,0,"無","有",7000000,196961,"RPTNMLOJQHMFFCA18CA"
"中山區","臺北市中山區天津街61~90號","商",1060609,"土地1建物1車位0","五層","九層","華廈(10層含以下有電梯)","商業用","鋼筋混凝土造",661024,323.04,4,3,3,"有","有",44000000,136206,"RPTPMLRJQHMFFCA68CA"
"中山區","臺北市中山區龍江路394巷1~30號","住",1060616,"土地1建物1車位0","三層","五層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",710913,86.01,3,2,2,"有","無",13200000,153471,"RPSQMLNJQHMFFCA28CA"
"中山區","臺北市中山區建國北路三段113巷19弄1~30號","商",1060626,"土地1建物2車位0","一層","五層","倉庫","商業用","鋼筋混凝土造",690901,152.66,0,0,0,"無","無",22250000,NA,"RPQOMLOJQHMFFCA97CA"
"中山區","臺北市中山區明水路541~570號","住",1060629,"土地1建物1車位0","九層，十層","十六層","套房(1房1廳1衛)","住家用","鋼筋混凝土造",850530,42.75,1,1,1,"有","有",8400000,196491,"RPOOMLMJQHMFFCA57CA"
"信義區","臺北市信義區信義路五段150巷301~330號","住",1060701,"土地1建物1車位0","六層","十三層","套房(1房1廳1衛)","住家用","鋼筋混凝土造",980408,39.31,1,1,1,"有","有",9250000,235309,"RPOQMLLMPHMFFDA97CA"
"松山區","臺北市松山區南京東路四段133巷6弄1~30號","住",1060616,"土地1建物1車位0","三層","四層","公寓(5樓含以下無電梯)",NA,"鋼筋混凝土造",510721,102.21,3,2,1,"有","無",18580000,181783,"RPSNMLNJQHMFFDA08CA"
"信義區","臺北市信義區莊敬路211~240號","商",1060619,"土地1建物1車位0","三層","四層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",600930,86.53,3,2,2,"有","無",16420000,189761,"RPTNMLLMPHMFFDA18CA"
"南港區","臺北市南港區中坡南路31巷1~30號","住",1060620,"土地1建物1車位0","三層，陽台","四層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",NA,106.26,3,2,1,"有","無",17150000,161397,"RPRPMLSLPHMFFDA78CA"
"松山區","臺北市松山區光復北路60巷1~30號","住",1060531,"土地2建物1車位0","二層","七層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",710924,58.79,3,2,2,"有","無",11557000,196614,"RPTNMLSLPHMFFDA78CA"
"松山區","臺北市松山區新東街20巷31~60號","住",1060611,"土地1建物1車位0","四層，陽台","四層","公寓(5樓含以下無電梯)",NA,"鋼筋混凝土造",640408,95.78,3,2,2,"有","無",20300000,211944,"RPXNMLSLPHMFFDA56CA"
"信義區","臺北市信義區忠孝東路五段211~240號","商",1060703,"土地1建物1車位0","二層","十四層","套房(1房1廳1衛)","住家用","鋼筋混凝土造",940930,41.41,1,1,1,"有","有",15300000,369476,"RPQOMLQLPHMFFDA38CA"
"南港區","臺北市南港區成福路181~210號","住",1060611,"土地5建物1車位0","四層","五層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",NA,87.15,3,2,2,"有","無",8850000,101549,"RPQNMLLLPHMFFDA77CA"
"南港區","臺北市南港區市民大道七段31~60號","工",1060620,"土地1建物1車位0","二層","五層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",NA,69.83,2,1,1,"有","無",9600000,137477,"RPVNMLLLPHMFFDA28CA"
"信義區","臺北市信義區忠孝東路五段790巷70弄1~30號","住",1060617,"土地1建物1車位0","三層，陽台","四層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",NA,77.2,3,2,1,"有","無",11680000,151295,"RPWNMLLLPHMFFDA38CA"
"南港區","臺北市南港區興中路80巷1~30號","商",1060608,"土地1建物1車位0","騎樓，一層","三層","店面(店鋪)","商業用","鋼筋混凝土造",610707,82.23,0,0,0,"無","無",16000000,194576,"RPROMLLLPHMFFDA97CA"
"松山區","臺北市松山區八德路四段631~660號","商",1060621,"土地1建物1車位0","七層","十三層","套房(1房1廳1衛)","住家用","鋼筋混凝土造",1021216,42.61,1,0,1,"有","有",10900000,255808,"RPXOMLLLPHMFFDA58CA"
"內湖區","臺北市內湖區環山路一段59巷10弄1~30號","住",1060617,"土地2建物1車位0","四層","四層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",680910,93.82,3,2,2,"有","無",13750000,146557,"RPPRMLOLQHMFFCA48DA"
"信義區","臺北市信義區松山路204巷1~30號","商",1060531,"土地3建物1車位0","十三層","十六層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",760713,126.75,3,2,2,"有","有",26000000,205128,"RPUNMLMLPHMFFDA38DA"
