"鄉鎮市區","土地區段位置或建物區門牌","都市土地使用分區","交易年月日","交易筆棟數","移轉層次","總樓層數","建物型態","主要用途","主要建材","建築完成年月","建物移轉總面積平方公尺","建物現況格局.房","建物現況格局.廳","建物現況格局.衛","建物現況格局.隔間","有無管理組織","總價元","單價每平方公尺","編號"
"中山區","臺北市中山區錦州街31~60號","商",1060525,"土地1建物1車位0","七層","十一層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",711102,64.85,2,1,1,"有","有",9580000,147726,"RPUSMLSKQHMFFCA76DA"
"中山區","臺北市中山區錦州街31~60號","商",1060720,"土地1建物1車位0","七層","十一層","住宅大樓(11層含以上有電梯)","商業用","鋼筋混凝土造",711102,37.8,1,1,1,"有","有",4680000,123810,"RPUNMLMJQHMFFCA18DA"
"大安區","臺北市大安區復興南路一段241~270號","其他",1060623,"土地2建物1車位0","十四層","十四層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",NA,47.57,1,2,1,"有","有",11420000,240067,"RPSOMLLJQHMFFFA28DA"
"萬華區","臺北市萬華區漢口街二段61~90號","商",1060610,"土地2建物1車位0","七層","十二層","套房(1房1廳1衛)","商業用","鋼筋混凝土造",850106,50.5,1,1,1,"有","有",7000000,138614,"RPTOMLSLPHMFFBA78DA"
"士林區","臺北市士林區士東路89巷1~30號","住",1060611,"土地1建物1車位0","三層","四層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",740523,126.09,3,2,2,"有","無",18910000,149972,"RPPPMLKLPHMFFEA87CA"
"士林區","臺北市士林區中山北路七段190巷1~30號","住",1060620,"土地1建物1車位0","二層","七層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",700711,111.45,3,2,2,"有","有",17300000,155227,"RPPOMLOLPHMFFEA18CA"
"士林區","臺北市士林區克強路1~30號","住",1060530,"土地1建物1車位0","七層","七層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",661110,139.99,4,2,2,"有","有",23500000,167869,"RPUOMLLMPHMFFEA48CA"
"士林區","臺北市士林區天玉街44巷1~30號","住",1060614,"土地1建物1車位0","二層","五層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",670203,138.82,4,2,2,"有","無",20500000,147673,"RPVQMLTJQHMFFEA76CA"
"士林區","臺北市士林區幸福街5巷1~30號","商",1060624,"土地4建物1車位0","四層，陽台","四層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",651220,118.92,3,2,2,"有","無",16000000,134544,"RPUPMLQKQHMFFEA98CA"
"士林區","臺北市士林區通河街325巷31~60號","住",1060711,"土地1建物1車位0","三層","五層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",591210,29.48,1,1,1,"有","無",2600000,88195,"RPROMLPKQHMFFEA48CA"
"大安區","臺北市大安區延吉街61~90號","住",1060522,"土地1建物1車位0","五層","七層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",750723,141.08,4,2,2,"有","有",30300000,214772,"RPTOMLOLPHMFFFA68CA"
"北投區","臺北市北投區中和街31~60號","其他",1060527,"土地1建物1車位0","七層","八層","套房(1房1廳1衛)","住家用","鋼筋混凝土造",690821,30.68,0,0,0,"無","有",2500000,81486,"RPWOMLLKQHMFFEA58CA"
"北投區","臺北市北投區立農街一段31~60號","住",1060626,"土地1建物1車位0","二層","五層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",790116,139.91,3,2,2,"有","無",17800000,127225,"RPQNMLMLPHMFFEA97CA"
"北投區","臺北市北投區尊賢街239巷1~30號","住",1060628,"土地1建物1車位0","一層","四層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",620119,84.03,2,2,1,"有","無",17500000,208259,"RPQQMLPLPHMFFEA58CA"
"北投區","臺北市北投區稻香路1~30號","住",1060522,"土地1建物1車位0","全","二層","透天厝","住家用","磚造",830418,95.67,2,2,1,"有","無",6800000,71078,"RPSQMLPLPHMFFEA78CA"
"文山區","臺北市文山區興隆路二段220巷31弄1~30號","住",1060608,"土地2建物1車位0","三層，陽台","四層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",631212,109.8,3,2,1,"有","無",12000000,109290,"RPSNMLSJQHMFFAA38DA"
"內湖區","臺北市內湖區環山路一段136巷14弄1~30號","住",1060606,"土地1建物1車位0","四層","四層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",NA,76.64,6,3,2,"有","有",12680000,165449,"RPVPMLPLPHMFFCA88DA"
"內湖區","臺北市內湖區環山路二段109巷6弄1~30號","住",1060512,"土地1建物1車位0","三層","五層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",730417,103.91,4,1,2,"有","無",14800000,142431,"RPPNMLMLPHMFFCA77DA"
"大同區","臺北市大同區天水路31~60號","商",1060620,"土地1建物1車位0","七層","十一層","住宅大樓(11層含以上有電梯)","住商用","鋼筋混凝土造",710703,110.64,4,1,2,"有","有",17700000,159978,"RPTNMLKMPHMFFBA97DA"
"大安區","臺北市大安區復興南路二段160巷1~30號","商",1060624,"土地2建物1車位0","八層","十二層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",730308,97.66,2,2,2,"有","無",23200000,237559,"RPSNMLQLPHMFFFA68CA"
"大安區","臺北市大安區光復南路240巷31~60號","住",1060606,"土地1建物1車位0","七層","七層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",701204,145.55,4,3,3,"有","無",41500000,285125,"RPOOMLPLPHMFFFA38DA"
"大安區","臺北市大安區忠孝東路三段181~210號","住",1060605,"土地2建物1車位0","十四層","十四層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",760423,107.72,3,2,2,"有","有",23000000,213517,"RPROMLMJQHMFFFA28DA"
"大安區","臺北市大安區敦化南路一段181~210號","其他",1060621,"土地1建物1車位0","二層","十四層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",NA,205.67,2,1,2,"有","有",56680000,275587,"RPQNMLTLPHMFFFA88DA"
"中山區","臺北市中山區天祥路61~90號","商",1060623,"土地1建物1車位0","九層","十四層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",931203,44.03,3,1,1,"有","有",10050000,228253,"RPSOMLMJQHMFFCA08DA"
"中山區","臺北市中山區松江路184巷26弄1~30號","住",1060617,"土地2建物1車位0","五層","九層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",971202,53.89,2,1,1,"有","有",12900000,239377,"RPVNMLRJQHMFFCA78DA"
"松山區","臺北市松山區八德路四段211~240號","住",1060614,"土地1建物1車位0","五層","七層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",760708,129.61,4,2,2,"有","有",24300000,187486,"RPQOMLOLPHMFFDA18CA"
"信義區","臺北市信義區信義路五段150巷481~510號","住",1060706,"土地1建物1車位0","五層","十六層","套房(1房1廳1衛)","住家用","鋼筋混凝土造",851209,53.01,1,1,1,"有","有",9260000,174684,"RPROMLOLPHMFFDA28CA"
"松山區","臺北市松山區八德路四段421~450號","商",1060605,"土地1建物1車位0","十三層","十四層","套房(1房1廳1衛)","住家用","鋼筋混凝土造",970205,37.63,1,1,1,"有","有",8000000,212596,"RPVOMLLLPHMFFDA38CA"
"信義區","臺北市信義區崇德街63巷1~30號","住",1060702,"土地1建物1車位0","二層","四層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",NA,53.59,2,2,1,"有","無",10750000,200597,"RPWOMLLLPHMFFDA48CA"
"信義區","臺北市信義區忠孝東路五段421~450號","商",1060609,"土地0建物1車位0","四層，陽台","四層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",NA,85.07,9,1,2,"有","無",23500000,276243,"RPWPMLSLPHMFFDA66CA"
"信義區","臺北市信義區忠孝東路五段215巷1~30號","住",1060617,"土地1建物1車位0","二層","六層","套房(1房1廳1衛)","住家用","鋼筋混凝土造",831129,47.02,1,1,1,"有","有",10000000,212675,"RPPQMLSLPHMFFDA68CA"
"南港區","臺北市南港區昆陽街60巷1~30號","其他",1060510,"土地1建物1車位0","八層","八層","華廈(10層含以下有電梯)","工業用","鋼筋混凝土造",820816,152.71,3,2,2,"有","有",17880000,117085,"RPVNMLLMPHMFFDA38CA"
"松山區","臺北市松山區民生東路五段260巷1~30號","住",1060711,"土地1建物1車位0","四層","四層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",731124,128.7,3,2,2,"有","無",24000000,186480,"RPQNMLLLQHMFFDA87CA"
"南港區","臺北市南港區重陽路57巷31~60號","住",1060713,"土地1建物1車位0","二層","九層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",951229,132.93,3,2,2,"有","有",11000000,82750,"RPROMLSKQHMFFDA68CA"
"信義區","臺北市信義區忠孝東路五段790巷70弄1~30號","住",1060629,"土地1建物1車位0","二層，陽台","四層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",NA,74.49,3,2,1,"有","無",200000,2685,"RPXNMLOKQHMFFDA78CA"
"中山區","臺北市中山區新生北路二段60巷1~30號","商",1060623,"土地1建物2車位0","十層","十二層","套房(1房1廳1衛)","住家用","鋼筋混凝土造",701228,67.21,0,0,0,"無","有",8100000,120518,"RPXNMLOJQHMFFCA58CA"
"中山區","臺北市中山區新生北路三段68巷1~30號","商",1060714,"土地1建物1車位0","四層","五層","套房(1房1廳1衛)","商業用","鋼筋混凝土造",851011,43.8,1,1,1,"有","有",7300000,166667,"RPROMLKKQHMFFCA77CA"
"文山區","臺北市文山區景興路211~240號","商",1060517,"土地1建物1車位0","八層","十八層","住宅大樓(11層含以上有電梯)","商業用","鋼筋混凝土造",890516,92.46,2,2,1,"有","無",7400000,80035,"RPPOMLPLQHMFFAA97CA"
"萬華區","臺北市萬華區貴陽街二段96巷1~30號","商",1060621,"土地1建物1車位0","四層","五層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",NA,85.98,2,1,1,"有","無",10500000,122121,"RPQNMLRLPHMFFBA18CA"
"大同區","臺北市大同區南京西路91~120號","商",1060629,"土地1建物1車位0","十一層","十一層","套房(1房1廳1衛)","商業用","鋼筋混凝土造",831111,54.17,1,1,1,"有","有",10160000,187558,"RPPOMLOLPHMFFBA87CA"
"中正區","臺北市中正區延平南路91~120號","商",1060701,"土地1建物1車位0","地下一層","十五層","辦公商業大樓","商業用","鋼筋混凝土造",700225,8.04,0,0,0,"無","有",1057050,131474,"RPVOMLOLPHMFFBA48CA"
"萬華區","臺北市萬華區雙園街60巷31~60號","住",1060701,"土地1建物1車位0","一層","二層","店面(店鋪)","住家用","加強磚造",530610,45.36,1,1,1,"有","無",6300000,138889,"RPPPMLOLPHMFFBA97CA"
"萬華區","臺北市萬華區和平西路三段361~390號","住",1060618,"土地2建物1車位0","六層","八層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",700706,39.29,0,0,1,"無","有",3540000,90099,"RPPNMLPLPHMFFBA87CA"
"萬華區","臺北市萬華區萬大路618巷31~60號","住",1060324,"土地1建物1車位0","四層","五層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",750613,80.77,2,1,1,"有","無",8350000,103380,"RPPOMLLLPHMFFBA57CA"
"大同區","臺北市大同區重慶北路三段335巷31~60號","住",1060629,"土地1建物1車位0","四層","四層","公寓(5樓含以下無電梯)","住家用","加強磚造",NA,42.37,2,1,1,"有","無",6200000,146330,"RPSNMLMLPHMFFBA87CA"
"中正區","臺北市中正區南昌路二段91~120號","商",1060506,"土地1建物1車位0","十層","十一層","套房(1房1廳1衛)","住家用","鋼筋混凝土造",851127,41.1,1,0,0,"有","有",8400000,204380,"RPOOMLOLPHMFFAA67CA"
"中正區","臺北市中正區重慶南路三段27巷1~30號","住",1060626,"土地2建物1車位0","三層","四層","公寓(5樓含以下無電梯)",NA,"加強磚造",NA,72.59,2,2,1,"有","無",13600000,187354,"RPPOMLOLPHMFFAA77CA"
"文山區","臺北市文山區木柵路四段9巷1~30號","住",1060629,"土地2建物1車位0","一層","十三層","套房(1房1廳1衛)","住家用","鋼筋混凝土造",870815,58.65,1,1,1,"有","有",7600000,129582,"RPSNMLLMPHMFFAA77CA"
"萬華區","臺北市萬華區康定路91~120號","商",1060710,"土地1建物1車位0","十二層","二十六層","套房(1房1廳1衛)","住家用","見其他登記事項",1050331,58.31,1,1,1,"有","有",11120000,190705,"RPVNMLRKQHMFFBA68CA"
"萬華區","臺北市萬華區康定路91~120號","商",1060706,"土地1建物1車位0","十一層","二十六層","套房(1房1廳1衛)","住家用","見其他登記事項",1050331,66.12,1,1,1,"有","有",12400000,187538,"RPWNMLRKQHMFFBA78CA"
"大同區","臺北市大同區寧夏路121~150號","商",1060602,"土地1建物1車位0","十一層","十五層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",1050421,142.94,3,2,2,"有","有",28100000,196586,"RPPNMLMJQHMFFBA47CA"
"萬華區","臺北市萬華區國興路1~30號","住",1060612,"土地1建物1車位0","三層","十二層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",NA,46.08,2,2,1,"有","有",6400000,138889,"RPWNMLMJQHMFFBA18CA"
"萬華區","臺北市萬華區中華路一段61~90號","商",1060714,"土地1建物1車位0","二層","十四層","辦公商業大樓","商業用","鋼筋混凝土造",870604,236.22,5,2,2,"有","有",49600000,209974,"RPWNMLNJQHMFFBA28CA"
"內湖區","臺北市內湖區康樂街72巷17弄31~60號","住",1060625,"土地1建物1車位0","二層","五層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",731019,116.37,3,2,2,"有","無",12100000,103979,"RPTQMLLLPHMFFCA28CA"
"中山區","臺北市中山區中山北路一段105巷1~30號","商",1060705,"土地1建物1車位0","六層","七層","華廈(10層含以下有電梯)","商業用","鋼筋混凝土造",840314,45.38,1,1,1,"有","有",6860000,151168,"RPQOMLLLPHMFFCA77CA"
"內湖區","臺北市內湖區民權東路六段121~150號","商",1060625,"土地1建物1車位0","七層","十二層","套房(1房1廳1衛)","住家用","鋼筋混凝土造",960621,44.7,1,1,1,"有","有",8700000,194631,"RPSNMLOLPHMFFCA18CA"
"中山區","臺北市中山區松江路1~30號","商",1060712,"土地1建物2車位0","六層","十二層","套房(1房1廳1衛)","住商用","鋼筋混凝土造",661102,42.17,1,1,1,"有","有",6200000,147024,"RPUNMLOLPHMFFCA38CA"
"中山區","臺北市中山區長安東路二段181~210號","商",1060603,"土地1建物1車位0","十二層","十二層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",720430,180.2,4,2,2,"有","有",30000000,166482,"RPQPMLOLPHMFFCA18CA"
"中山區","臺北市中山區林森北路571~600號","商",1060630,"土地1建物1車位0","八層","十一層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",660322,43.28,1,1,1,"有","有",7060000,163124,"RPQNMLQLPHMFFCA18CA"
"內湖區","臺北市內湖區成功路四段324巷2弄1~30號","住",1060701,"土地2建物1車位0","五層","五層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",730308,107.83,4,2,3,"有","無",13500000,125197,"RPOQMLOLPHMFFCA08CA"
"中山區","臺北市中山區興安街80巷1~30號","住",1060510,"土地1建物1車位0","四層","四層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",NA,80.3,3,2,1,"有","無",16500000,205479,"RPVNMLRLPHMFFCA78CA"
"內湖區","臺北市內湖區康寧路三段56巷132弄1~30號","住",1060705,"土地1建物1車位0","一層，二層","五層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",770922,119.61,3,2,1,"有","有",13880000,116044,"RPQPMLRLPHMFFCA48CA"
"中山區","臺北市中山區建國北路三段81巷1~30號","住",1060709,"土地1建物1車位0","四層","七層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",720221,116.26,3,2,2,"有","無",18100000,155686,"RPRNMLPLPHMFFCA18CA"
"中山區","臺北市中山區民族東路512巷13弄1~30號","住",1060526,"土地1建物1車位0","一層","四層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",700119,54.84,2,1,1,"有","無",12010966,219018,"RPXPMLPLPHMFFCA98CA"
"大同區","臺北市大同區環河北路二段151~180號","住",1060619,"土地2建物1車位0","五層","五層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",731120,65,2,1,1,"有","無",5000000,76911,"RPSNMLNJQHMFFBA87CA"
"大同區","臺北市大同區承德路三段208巷61~90號","住",1060624,"土地1建物1車位0","三層","七層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",720630,94.77,2,2,1,"有","有",16160000,170536,"RPWNMLRJQHMFFBA68CA"
"萬華區","臺北市萬華區西園路二段320巷36弄31~60號","住",1060126,"土地1建物1車位0","二層","五層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",601012,40.87,2,1,1,"有","無",4100000,100318,"RPVPMLSKQHMFFBA98CA"
"文山區","臺北市文山區興隆路三段207巷7弄1~30號","住",1060706,"土地2建物1車位0","二層","五層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",710225,96,3,2,1,"有","無",4278209,44565,"RPUOMLOLPHMFFAA28CA"
"大同區","臺北市大同區大龍街211~240號","住",1060629,"土地1建物1車位0","二層","三層","公寓(5樓含以下無電梯)",NA,"加強磚造",NA,122.18,3,1,1,"有","無",11000000,90031,"RPTOMLPLPHMFFBA38CA"
"萬華區","臺北市萬華區寶興街31~60號","住",1060620,"土地1建物1車位0","四層","四層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",600803,41.1,3,2,1,"有","無",3000000,72993,"RPUOMLRLPHMFFBA68CA"
"文山區","臺北市文山區景興路181~210號","商",1060701,"土地1建物1車位0","四層","十八層","套房(1房1廳1衛)","商業用","鋼骨鋼筋混凝土造",831210,50.57,1,1,1,"有","有",6350000,125593,"RPRNMLKKQHMFFAA47CA"
"中山區","臺北市中山區建國北路二段258巷1~30號","住",1060614,"土地1建物1車位0","二層","七層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",701230,183.58,4,2,2,"有","無",30500000,166140,"RPQNMLLMPHMFFCA77CA"
"中山區","臺北市中山區長安東路二段36巷1~30號","住",1060605,"土地1建物1車位0","四層，陽台","四層","公寓(5樓含以下無電梯)","住家用","加強磚造",570625,53.69,2,1,1,"有","無",10500000,195567,"RPUPMLNJQHMFFCA38CA"
"內湖區","臺北市內湖區成功路四段324巷1弄1~30號","住",1060618,"土地1建物1車位0","四層","五層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",730213,102.69,3,2,2,"有","有",12000000,116857,"RPRQMLLJQHMFFCA97CA"
"松山區","臺北市松山區八德路四段751~780號","商",1060605,"土地1建物1車位0","二層","十層","套房(1房1廳1衛)","住家用","鋼筋混凝土造",900507,54.05,1,1,1,"有","有",9000000,166512,"RPUOMLKKQHMFFDA18CA"
"松山區","臺北市松山區南京東路三段331~360號","其他",1060620,"土地2建物2車位0","八層","十二層","住宅大樓(11層含以上有電梯)","商業用","鋼筋混凝土造",NA,237.02,0,0,0,"無","有",50250000,212007,"RPRNMLNJQHMFFDA97CA"
"松山區","臺北市松山區八德路四段829巷1~30號","商",1060630,"土地1建物1車位0","一層，騎樓","五層","公寓(5樓含以下無電梯)","商業用","鋼筋混凝土造",740730,101.28,1,1,2,"有","無",28000000,276461,"RPWOMLSKQHMFFDA56CA"
"士林區","臺北市士林區忠誠路二段130巷1~30號","住",1060626,"土地1建物1車位0","五層","五層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",741227,172.87,3,2,2,"有","無",12050000,69706,"RPWNMLQLPHMFFEA09DA"
"士林區","臺北市士林區天母東路69巷1~30號","商",1060612,"土地1建物1車位0","二層","七層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",701223,157.08,3,2,2,"有","無",10500000,66845,"RPUNMLPLPHMFFEA78DA"
"士林區","臺北市士林區前街61~90號","住",1060615,"土地2建物1車位0","二層","三層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",580714,64.14,3,2,1,"有","無",8850000,137979,"RPTQMLPLPHMFFEA98DA"
"中山區","臺北市中山區雙城街18巷1~30號","商",1060705,"土地1建物1車位0","三層","五層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",610925,63.88,2,1,1,"有","無",10000000,156544,"RPSNMLQKQHMFFCA48DA"
"大安區","臺北市大安區忠孝東路三段217巷6弄1~30號","住",1060701,"土地2建物1車位0","三層","七層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",620503,128.05,3,2,2,"有","無",33600000,262398,"RPPNMLKMPHMFFFA97DA"
"大安區","臺北市大安區復興南路一段126巷1~30號","其他",1060712,"土地10建物1車位0","地下層","十二層","住宅大樓(11層含以上有電梯)","商業用","鋼筋混凝土造",701231,16.23,0,0,0,"無","有",904000,55699,"RPOOMLQLPHMFFFA38CA"
"大安區","臺北市大安區復興南路二段111巷1~30號","商",1060527,"土地1建物1車位0","七層","七層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",701126,56.4,2,2,1,"有","有",15980000,283333,"RPQOMLQLPHMFFFA58CA"
"中正區","臺北市中正區廈門街34巷1~30號","住",1060628,"土地3建物1車位0","二層，陽台","四層","公寓(5樓含以下無電梯)",NA,"鋼筋混凝土造",NA,116.99,3,2,2,"有","無",17080000,145995,"RPVOMLOLPHMFFAA48DA"
"大安區","臺北市大安區四維路1~30號","住",1060624,"土地1建物1車位0","五層","七層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",NA,206.51,4,2,2,"有","無",49000000,237277,"RPSNMLOKQHMFFFA48CA"
"大安區","臺北市大安區復興南路二段90巷1~30號","住",1060702,"土地1建物1車位0","五層","十二層","套房(1房1廳1衛)","住家用","鋼筋混凝土造",970125,45.05,1,1,1,"有","有",13000000,288568,"RPRNMLQKQHMFFFA58CA"
"大安區","臺北市大安區復興南路二段361~390號","住",1060505,"土地1建物3車位0","九層","十二層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",NA,321.57,6,3,3,"有","無",67710000,210561,"RPRNMLLKQHMFFFA08CA"
"文山區","臺北市文山區辛亥路五段116巷1~30號","住",1060311,"土地2建物1車位0","四層","五層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",740704,127.13,3,2,2,"有","無",13700000,107764,"RPRNMLKMPHMFFAA67DA"
"萬華區","臺北市萬華區康定路91~120號","商",1060629,"土地1建物1車位0","七層","二十六層","套房(1房1廳1衛)","住家用","見其他登記事項",1050331,58.31,0,1,1,"有","有",10480000,179729,"RPQNMLPJQHMFFBA97DA"
"內湖區","臺北市內湖區康樂街186巷31~60號","住",1060612,"土地2建物1車位0","二層","七層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",800530,111.27,3,2,2,"有","有",12300000,110542,"RPPNMLKMPHMFFCA67DA"
"北投區","臺北市北投區永興路一段31~60號","住",1060619,"土地1建物1車位0","二層","五層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",661121,77.57,2,2,1,"有","無",6880000,88694,"RPSNMLNJQHMFFEA18CA"
"士林區","臺北市士林區重慶北路四段241~270號","住",1060627,"土地1建物1車位0","二層","四層","公寓(5樓含以下無電梯)","住家用","加強磚造",590605,82.28,3,2,1,"有","無",8000000,97229,"RPXPMLLJQHMFFEA68CA"
"北投區","臺北市北投區清江路91巷1~30號","住",1060628,"土地1建物1車位0","二層","五層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",831216,76.22,3,2,1,"有","無",9500000,124639,"RPWNMLKKQHMFFEA38CA"
"士林區","臺北市士林區社正路45巷1~30號","住",1060706,"土地1建物1車位0","五層","五層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",690826,115.59,3,2,2,"有","無",12500000,108141,"RPXOMLNLQHMFFEA98CA"
"北投區","臺北市北投區光明路211~240號","商",1060626,"土地1建物1車位0","四層","十層","套房(1房1廳1衛)","住家用","鋼筋混凝土造",661205,59.55,1,1,1,"有","有",6800000,114190,"RPOOMLLJQHMFFEA67CA"
"中山區","臺北市中山區建國北路一段121~150號","住",1060624,"土地1建物1車位0","四層","十三層","套房(1房1廳1衛)","住家用","鋼筋混凝土造",990318,32.46,2,1,1,"有","有",8200000,252619,"RPUQMLRLPHMFFCA09DA"
"文山區","臺北市文山區指南路三段91~120號","住",1060710,"土地1建物1車位0","七層","十一層","套房(1房1廳1衛)","住家用","鋼筋混凝土造",1030513,61.45,1,1,1,"有","有",9730000,158340,"RPSNMLKMPHMFFAA77DA"
"大安區","臺北市大安區和平東路二段91~120號","商",1060621,"土地1建物1車位0","六層","十二層","住宅大樓(11層含以上有電梯)","商業用","鋼筋混凝土造",730616,47.58,3,2,1,"有","有",3000000,63052,"RPPNMLRLPHMFFFA48CA"
"大安區","臺北市大安區四維路198巷38弄1~30號","住",1060707,"土地1建物1車位0","十九層","十九層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",740522,101.59,3,2,1,"有","有",20060000,197460,"RPRNMLRLPHMFFFA68CA"
"大安區","臺北市大安區羅斯福路二段61~90號","商",1060618,"土地1建物1車位0","九層","十二層","辦公商業大樓","住家用","鋼筋混凝土造",780930,45.87,0,1,1,"有","有",10500000,228908,"RPQPMLRLPHMFFFA78CA"
"北投區","臺北市北投區崗山路11巷1~30號","住",1060604,"土地4建物1車位0","四層","五層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",730814,106.81,3,2,2,"有","無",9900000,92688,"RPSPMLRLPHMFFEA98DA"
"士林區","臺北市士林區德行東路190巷31弄1~30號","住",1060530,"土地1建物1車位0","三層","五層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",720223,110.83,3,2,2,"有","無",17000000,153388,"RPSNMLTLPHMFFEA98DA"
"北投區","臺北市北投區公?路301~330號","住",1060522,"土地7建物1車位0","四層","五層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",820108,106.32,3,2,2,"有","無",11000000,103461,"RPWPMLLJQHMFFEA68DA"
"大安區","臺北市大安區信義路四段211~240號","商",1060424,"土地2建物1車位0","八層","十四層","套房(1房1廳1衛)","商業用","鋼筋混凝土造",700123,67.88,1,1,1,"有","有",16800000,247496,"RPPNMLMJQHMFFFA97DA"
"中山區","臺北市中山區民生東路二段127巷1~30號","商",1060605,"土地1建物1車位0","三層","七層","套房(1房1廳1衛)","住家用","鋼筋混凝土造",651206,58.85,1,1,1,"有","有",11600000,197111,"RPWOMLOJQHMFFCA68DA"
